id,raw_transcription,path,lang,de
1825,If you want to be close to the action you're going to have to get in early to get a camping site close to the music.,12782801286775256949.wav,en,"Wenn du nah am Geschehen sein möchtest, musst du früh dran sein, um einen Campingplatz in der Nähe der Musik zu bekommen."
1671,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,12784232275162817860.wav,en,"Der Kongress begann im Haushaltsjahr 2005, die Initiative gegen Obszönität zu finanzieren und bestimmte, dass das FBI 10 Agenten für Erwachsenenpornografie einsetzen muss."
1889,"It has brought us the train, the car, and many other transportation devices.",12820699144181559822.wav,en,"Es hat uns den Zug, das Auto und viele andere Transportmittel gebracht."
1808,"With two years of the end of the war, the former allies were now enemies and the Cold War began.",12890154668042466980.wav,en,"Zwei Jahre nach Kriegsende waren die ehemaligen Alliierten nun Feinde, und der Kalte Krieg begann."
1756,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",12897153867514448386.wav,en,"Spät am Sonntag kündigte der US-Präsident Donald Trump in einer Erklärung, die über den Pressesprecher veröffentlicht wurde, an, dass die US-Truppen Syrien verlassen würden."
1845,"In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",12906384443438076827.wav,en,"In einem Wagen reisten sie zurück nach Paris, umgeben von einer Menschenmenge, die gegen den König und die Königin schrie und Drohungen ausstieß."
1713,"While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.",12921155570472263117.wav,en,"Während Goma recht sicher ist, sollten Besuche außerhalb von Goma recherchiert werden, um den Stand der Kämpfe im Nord-Kivu zu verstehen."
1849,"If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence.",129240607624460201.wav,en,"Wenn Sie den Film National Treasure gesehen haben, denken Sie vielleicht, dass eine Schatzkarte auf der Rückseite der Unabhängigkeitserklärung geschrieben wurde."
1780,"With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.",12953138808800823203.wav,en,"Mit Kundalini Yoga wird die Kundalini-Energie (Erleuchtungsenergie) durch Yoga-Übungen, Atemübungen, Mantras und Visualisierungen geweckt."
1792,This is called a chemical's pH. You can make an indicator using red cabbage juice.,12966312239837756963.wav,en,Das nennt man den pH-Wert einer Chemikalie. Du kannst einen Indikator mit Rotkohlsaft herstellen.
1984,"Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.",12970636128542220038.wav,en,"Der massenweise Besitz von Autos führt auch zu einer höheren Unfallrate auf den Straßen, was zur Entwicklung neuer Techniken im Gesundheitswesen zur Reparatur beschädigter Körper führt."
1728,The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.,13006273800980159403.wav,en,Der Kohlsaft ändert je nach Säuregehalt oder Basizität (Alkalinität) der Chemikalie seine Farbe.
1884,"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.",13029464143980259888.wav,en,"Insbesondere wird behauptet, dass man durch richtiges Interpretieren von Mikroausdrücken erkennen kann, ob eine Person lügt."
1664,"Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.",13031516147694203229.wav,en,"Wirbel die beiden trockenen Pulver zusammen und drücke sie dann mit sauberen, feuchten Händen zu einem Ball zusammen."
1917,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,13049690085129854387.wav,en,"Mehrere große Fernsehbildschirme wurden an verschiedenen Orten in Rom installiert, damit die Menschen die Zeremonie sehen können."
1786,The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,13070914954918539330.wav,en,"Die Zusammensetzung dieser Kristalle entspricht jenen, die im Urin betroffener Haustiere mittels Infrarotspektroskopie (FTIR) verglichen werden."
1978,"For the Springboks, it ended a five-match losing streak.",13128254958003826368.wav,en,Für die Springboks endete eine fünf Spiele andauernde Verlustserie.
1803,"The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.",13130060533227294993.wav,en,"Die Feuchtigkeit auf deinen Händen wird mit den äußeren Schichten reagieren, was sich seltsam anfühlen und eine Art Schale bilden wird."
1741,Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.,13153302236168048197.wav,en,"Große Gebiete weiter im Norden sind ziemlich dünn besiedelt, und manches ist fast unbewohnte Wildnis."
1736,Rolando Mendoza fired his M16 rifle at the tourists.,1321689309737152988.wav,en,Rolando Mendoza feuerte sein M16-Gewehr auf die Touristen ab.
1860,The governor's office said nineteen of the injured were police officers.,13230261475791184258.wav,en,"Das Büro des Gouverneurs sagte, dass neunzehn der Verletzten Polizeibeamte waren."
1704,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.",13245569655363672734.wav,en,"Im Jahr 1990 wurde es auf die Liste der gefährdeten Welterbestätten gesetzt, aufgrund der Bedrohung durch Wüstensand."
2007,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,13295416245066118625.wav,en,"Das US-Korps der Ingenieure schätzte, dass 6 Zoll Regen die zuvor beschädigten Deiche durchbrechen könnten."
1741,Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.,13297690853135603331.wav,en,Große Gebiete weiter im Norden sind ziemlich dünn besiedelt und manche sind fast unbewohnte Wildnis.
1765,"Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.",13332753177678720249.wav,en,"Seit der Gründung von Asunción im Jahr 1537 hat Paraguay es geschafft, einen Großteil seines indigenen Charakters und seiner Identität zu bewahren."
1755,One bomb exploded outside the governor general's office.,13345242347208844836.wav,en,Eine Bombe explodierte vor dem Büro des Generalgouverneurs.
1906,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""",13359752682314548.wav,en,"""Dies wird kein Abschied sein. Dies ist das Schließen eines Kapitels und das Öffnen eines neuen."""
1939,Also after the Revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed.,13362021168025680919.wav,en,"Auch nach der Revolution standen alle männlichen Bewerber Berufen offen, was den ehrgeizigsten und erfolgreichsten ermöglichte, erfolgreich zu sein."
1940,"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.",13388880723958450388.wav,en,"Alles in allem sollten wir nicht überrascht sein, wenn unsere eigenen Vorfahren ihr ""Proteinproblem"" auf ähnliche Weise gelöst haben wie Schimpansen auf der Savanne heute."
1858,"Danielle Lantagne, a UN expert on the disease, stated the outbreak was likely caused by the peacekeepers.",13447718337043682273.wav,en,"Danielle Lantagne, eine UN-Expertin für die Krankheit, erklärte, dass der Ausbruch wahrscheinlich durch die Friedenstruppen verursacht wurde."
1998,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.",13458636098813464476.wav,en,"Sie haben Füße mit Schuppen und Krallen, legen Eier und gehen auf ihren zwei Hinterbeinen wie ein T-Rex."
1690,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.",13542330409815692480.wav,en,"Wir stimmen mit der Erklärung des USOC überein, dass die Interessen unserer Athleten und Vereine sowie ihres Sports möglicherweise besser durch eine nachhaltige Veränderung innerhalb unserer Organisation unterstützt werden als durch Dekertifizierung."
1805,"Scotturb Bus 403 travels regularly to Sintra, stopping at Cabo da Roca.",1361225517388701679.wav,en,Scotturb Bus 403 fährt regelmäßig nach Sintra und hält am Cabo da Roca.
1853,Giancarlo Fisichella lost control of his car and ended the race very soon after the start.,13713355703439016228.wav,en,Giancarlo Fisichella verlor die Kontrolle über sein Auto und beendete das Rennen sehr bald nach dem Start.
1749,"It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.",1372746700546513130.wav,en,"Es wurde von den ""Vichy""-Franzosen regiert. Dies waren Franzosen, die im Jahr 1940 Frieden mit den Deutschen geschlossen hatten und anstatt gegen sie zu kämpfen mit den Besatzern zusammenarbeiteten."
1928,"By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.",13732033283623109766.wav,en,Bis 1976 waren dreißig Prozent von Machu Picchu restauriert worden und die Restaurierung dauert bis heute an.
1961,"One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",13809395828339499811.wav,en,"Eine der häufigsten Methoden, um die Bedeutung der Sozialisation zu veranschaulichen, besteht darin, auf die wenigen unglücklichen Fälle von Kindern zurückzugreifen, die durch Vernachlässigung, Unglück oder vorsätzlichen Missbrauch nicht von Erwachsenen sozialisiert wurden, während sie aufwuchsen."
2004,"The same month saw another airliner overrun a runway at Mashhad and strike a wall, killing seventeen.",13824971935266428986.wav,en,"Im selben Monat überfuhr ein weiterer Passagierflugzeug eine Start- und Landebahn in Maschhad und prallte gegen eine Mauer, wobei siebzehn Menschen starben."
1666,"You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens.",13875708868701082683.wav,en,"Sie können auch den Rat von Regierungen anderer Länder konsultieren, aber deren Ratschläge sind für ihre Bürger konzipiert."
